feature	metadata	value	coef	stderr	pval	qval	base.model	tweedie.index	N	N.not.zero	percent.zero
NME7	Bloody_Swab	Yes	0.901164888057258	0.467261181718994	0.0588540402273818	0.725292676493261	CPLM	1.152	58	29	50
FER1L6	Bloody_Swab	Yes	-2.23342961328633	1.16531526910127	0.0603987114923986	0.726300459957757	CPLM	1.488	58	27	53
DDIT3	Bloody_Swab	Yes	1.35960656028706	0.712874723006419	0.0616266221874374	0.726300459957757	CPLM	1.308	58	19	67
NELL2	Bloody_Swab	Yes	1.46371754910784	0.767232039884145	0.061550909175589	0.726300459957757	CPLM	1.294	58	13	78
TEX26	Bloody_Swab	Yes	1.18080374690336	0.61722240569527	0.060854249036023	0.726300459957757	CPLM	1.264	58	16	72
MAP6	Bloody_Swab	Yes	1.08195770365106	0.563961932911435	0.0601515557041858	0.726300459957757	CPLM	1.331	58	21	64
BBOF1	Bloody_Swab	Yes	0.96667232211725	0.506146919400475	0.0612774852941885	0.726300459957757	CPLM	1.362	58	29	50
ERBB3	Bloody_Swab	Yes	-1.89871295551439	0.995768432715171	0.0616841356500343	0.726300459957757	CPLM	1.276	58	36	38
UFC1	Bloody_Swab	Yes	0.862280499981847	0.450586040874583	0.0607766509586274	0.726300459957757	CPLM	1.514	58	43	26
FCHO2	Bloody_Swab	Yes	-2.50106270351962	1.32238334649026	0.0637566981787476	0.740298281788607	CPLM	1.363	58	30	48
CCL28	Bloody_Swab	Yes	1.16958210117108	0.617114271270959	0.0632261539502626	0.740298281788607	CPLM	1.276	58	23	60
ARMC2	Bloody_Swab	Yes	1.0425747688881	0.551326636420224	0.0637975621691264	0.740298281788607	CPLM	1.249	58	24	59
VWA3B	Bloody_Swab	Yes	1.08421142438531	0.575583870913327	0.0648054465589418	0.74479752456736	CPLM	1.413	58	24	59
FUT2	Bloody_Swab	Yes	-2.0559315359595	1.09062877402293	0.0646104214482881	0.74479752456736	CPLM	1.368	58	30	48
SPATA18	Bloody_Swab	Yes	0.952357801047444	0.508115624490342	0.0661098805003787	0.756171109342427	CPLM	1.437	58	28	52
SLPI	Bloody_Swab	Yes	-1.27211348517241	0.680516305327759	0.0668083368359515	0.760538507487941	CPLM	1.627	58	49	16
AC011603.2	Bloody_Swab	Yes	2.34580997366813	1.25664088113434	0.0671778605937519	0.761137835595246	CPLM	1.01	58	6	90
RGCC	Bloody_Swab	Yes	1.09027019322843	0.586906992754889	0.0684787952319303	0.767512864075021	CPLM	1.111	58	25	57
GRHL1	Bloody_Swab	Yes	-2.12451348639074	1.14508116689153	0.0688140391136329	0.767512864075021	CPLM	1.366	58	36	38
ATP1B1	Bloody_Swab	Yes	-0.795326244499763	0.428994670216054	0.0690186422315589	0.767512864075021	CPLM	1.456	58	49	16
C9orf135	Bloody_Swab	Yes	1.00148572108561	0.540126291981052	0.0689838594727451	0.767512864075021	CPLM	1.345	58	22	62
MYLK	Bloody_Swab	Yes	1.35431542009395	0.732215284818644	0.0696489342632101	0.770952719355902	CPLM	1.199	58	10	83
CEACAM5	Bloody_Swab	Yes	-2.54199348408526	1.3802460549099	0.0708176579889009	0.773200065860636	CPLM	1.599	58	24	59
CCDC66	Bloody_Swab	Yes	1.12368499263294	0.609559538764752	0.0705591572328721	0.773200065860636	CPLM	1.215	58	25	57
ZNF440	Bloody_Swab	Yes	1.07397627104953	0.581944844586433	0.0702548450210371	0.773200065860636	CPLM	1.297	58	34	41
FAM129B	Bloody_Swab	Yes	-1.55630568256264	0.857360175114779	0.0748447444053845	0.787450035685551	CPLM	1.62	58	44	24
NUCB2	Bloody_Swab	Yes	0.781894978057064	0.431189385404992	0.0751387602727555	0.787450035685551	CPLM	1.457	58	40	31
DNALI1	Bloody_Swab	Yes	1.03828111374635	0.572206869592591	0.0749552466272966	0.787450035685551	CPLM	1.45	58	28	52
ANKUB1	Bloody_Swab	Yes	1.03339086772815	0.569958154249923	0.0751770662075176	0.787450035685551	CPLM	1.45	58	28	52
TTC25	Bloody_Swab	Yes	0.965207817832918	0.530085655087521	0.0739734679791219	0.787450035685551	CPLM	1.379	58	24	59
SLFN13	Bloody_Swab	Yes	1.20154845146311	0.662524737590349	0.0751003923319991	0.787450035685551	CPLM	1.329	58	25	57
FAM184A	Bloody_Swab	Yes	1.09946441916187	0.606879720275792	0.0754011274802984	0.787450035685551	CPLM	1.124	58	23	60
RPGR	Bloody_Swab	Yes	1.09197345247712	0.599128757387041	0.0737040808196159	0.787450035685551	CPLM	1.272	58	25	57
ZFYVE16	Bloody_Swab	Yes	0.817373506110942	0.449384542378644	0.0742791980088232	0.787450035685551	CPLM	1.074	58	25	57
KDELC2	Bloody_Swab	Yes	1.60697264011165	0.885497821458215	0.0749167554276818	0.787450035685551	CPLM	1.01	58	13	78
CTSB	Bloody_Swab	Yes	-0.874994907998257	0.483644771419163	0.0757935710491131	0.788095729568417	CPLM	1.468	58	49	16
HLAB	Bloody_Swab	Yes	-0.721816590475649	0.399432934264223	0.0761191545628113	0.788095729568417	CPLM	1.5	58	50	14
MTND3	Bloody_Swab	Yes	0.732954395418259	0.406306169285772	0.0766191773934693	0.789868086262288	CPLM	1.583	58	50	14
OSBPL6	Bloody_Swab	Yes	1.16969365825349	0.651479069686995	0.0779794534697707	0.792263668272674	CPLM	1.363	58	19	67
MCL1	Bloody_Swab	Yes	-0.975242613161155	0.542972560057472	0.0778708168969628	0.792263668272674	CPLM	1.319	58	43	26
HSP90AB1	Bloody_Swab	Yes	0.61456975477083	0.343044545897207	0.0786145246012264	0.792263668272674	CPLM	1.42	58	48	17
